职位名称,薪酬,城市地区,工作经验要求,学历要求,公司福利,公司名称,规模类型,公司标签,地区,薪酬_n,月薪最小值,月薪最大值,公司规模,公司类型,平均薪资,工资级别
哈啰单车售后纯接听客服没有任何销售性质保底4000以上,4-7千,合肥·瑶海区,无需经验,中技/中专,"做五休二
周末双休
五险一金
专业培训
节日福利
全勤奖
加班补贴
高温补贴
绩效奖金
弹性工作
售后客服
文员
人事
行政
没有销售性质
商场",合肥森悦人力资源管理有限公司,民营  |  50-150人,专业服务(咨询、人力资源、财会),新一线,4000-7000,4000,7000,50-150人,民营,5500,四级
人力资源专业经理,5千-1万,昆明·官渡区,5-7年,本科,"绩效奖金
年终奖金
专业培训
社保",云南理鑫企业管理（集团）有限公司,民营  |  50-150人,会计/审计,二线,5000-10000,5000,10000,50-150人,民营,7500,四级
人力资源顾问,6千-1万·13薪,广州·海珠区,2年,本科,"五险一金
员工旅游
专业培训
年终奖金
餐饮补贴
交通补贴
周末双休
高温补贴
节日补贴
定期体检
人力资源服务
客户维护
客户需求分析
合作意向沟通
管理
市场专员
B端客户
市场开拓",上海萌想佳物业管理有限公司,民营  ,计算机软件,一线,6000-10000,6000,10000,,民营,8000,四级
人力资源副经理（新汇大融城）,7千-1万,江门·新会区,5-7年,大专,"五险一金
员工旅游
餐饮补贴
通讯补贴
定期体检
交通补贴
年终奖金
节日福利
高温补贴
带薪年假",佛山市顺德区光石安荣商业管理有限公司,民营  |  50-150人,物业管理/商业中心,三线,7000-10000,7000,10000,50-150人,民营,8500,三级
人事/人力资源经理,1.2-1.8万,广州·天河区,5-7年,本科,"人事
人力资源
人事主管
人事经历
企业文化BP
HRBP
企业文化管理
企业文化宣导
宣传软文
年终奖金
绩效奖金
五险
专业培训",广州山丘餐饮管理有限公司,民营  |  1000-5000人,餐饮业,一线,12000-18000,12000,18000,1000-5000人,民营,15000,二级
300位城市总经理/30位客户总监/10位人力资源总监,3-5万·15薪,广州·白云区,10年以上,本科,"五险一金
员工旅游
餐饮补贴
年终奖金
绩效奖金
弹性工作
专业培训
出国机会
股票期权
定期体检",安之锅（广州）餐饮管理有限公司,民营  |  1000-5000人,餐饮业,一线,30000-50000,30000,50000,1000-5000人,民营,40000,一级
人力资源经理（HRM）,1.8-2.2万,广州·南沙区,5-7年,本科,"人事经理
人力资源经理
HRM
带薪年假
五险一金
节日福利
包住宿",广州市领科物业管理有限公司,民营  |  150-500人,物业管理/商业中心,一线,18000-22000,18000,22000,150-500人,民营,20000,二级
行政人事专员,3-4千,昆明·五华区,1年,大专,"入离职办理
客人接待
考勤数据统计
人事行政
行政班
年终奖金
绩效奖金
五险一金",云南天坤人力资源管理有限公司,民营  |  50-150人,专业服务(咨询、人力资源、财会),二线,3000-4000,3000,4000,50-150人,民营,3500,五级
965双休/人力资源咨询顾问,6千-1万,广州·天河区,无需经验,大专,"人力资源服务
绩效奖金
节日福利
下午茶
朝九晚六
年终奖金
六险一金
定期体检
员工旅游
通讯补贴",广州市普拓企业管理顾问有限公司,民营  |  150-500人,专业服务(咨询、人力资源、财会),一线,6000-10000,6000,10000,150-500人,民营,8000,四级
人力资源总监,2.2-3万,上海·普陀区,10年以上,本科,"人才盘点
模块系统设计
五险一金
绩效奖金
年终奖金",上海擎浩医院管理有限公司,民营  |  1000-5000人,医疗/护理/卫生,一线,22000-30000,22000,30000,1000-5000人,民营,26000,一级
财险深圳-人力资源部-培训管理岗,8千-1万·15薪,深圳·罗湖区,2年,本科,"培训
培训管理
五险一金
补充医疗保险
定期体检
带薪年假
管理规范
发展空间大",太平财产保险有限公司深圳分公司,国企  |  500-1000人,保险,一线,8000-10000,8000,10000,500-1000人,国企,9000,三级
人力资源经理,1-1.5万,广州·番禺区,8-9年,大专,"人事
五险一金
员工旅游
专业培训
出国机会
年终奖金
绩效奖金
交通补贴
餐饮补贴
定期体检",亚商商学（广东）运营管理有限公司,民营  ,计算机软件,一线,10000-15000,10000,15000,,民营,12500,二级
总经理-人力资源方向,8千-1万·13薪,遂宁,5-7年,大专,"分公司管理
业务管理
人员管理
补充医疗保险
员工旅游
交通补贴
餐饮补贴
通讯补贴
五险
绩效奖金
年终奖金
弹性工作",成都赛文利智企业管理咨询有限公司,民营  ,快速消费品(食品、饮料、化妆品),五线,8000-10000,8000,10000,,民营,9000,三级
人力资源主管（捷尼赛思）,7-9千,佛山·南海区,3-4年,大专,"人力资源管理
人员招聘
培训
薪酬福利管理
绩效辅导
解决突发事件
处理团队
管理政策
年度计划
人力资源咨询
带薪年假
五险一金
绩效奖金
节日福利
专业培训
定期体检
餐饮补贴",耀骅汽车管理服务（深圳）有限公司,外资（非欧美）  |  150-500人,汽车,新一线,7000-9000,7000,9000,150-500人,外资（非欧美）,8000,四级
人力资源主管,6-8千,南京,5-7年,大专,"五险一金
绩效奖金
年终奖金
节日福利
周末双休",南京高度物业管理有限公司,民营  |  150-500人,房地产,新一线,6000-8000,6000,8000,150-500人,民营,7000,四级
小企业无贷户专员,3-6千,聊城,无需经验,大专,五险一金,山东华杰人力资源管理有限公司,民营  |  150-500人,专业服务(咨询、人力资源、财会),三线,3000-6000,3000,6000,150-500人,民营,4500,五级
医院人力资源部经理（梅州）,1.2-2.4万,梅州,10年以上,本科,"五险一金
提供食宿",广州谷仁医疗管理咨询有限公司,民营  |  500-1000人,医疗/护理/卫生,四线,12000-24000,12000,24000,500-1000人,民营,18000,二级
人力资源专员,4.5-7千,广州·天河区,1年,本科,"人事
人事专员
人事助理
人事主管
文员
绩效奖金
周末双休
专业培训
年终奖金
通讯补贴
购买社保",广州市七色石管理咨询有限公司,民营  |  少于50人,公关/市场推广/会展,一线,4500-7000,4500,7000,少于50人,民营,5750,四级
人力资源经理/绩效考核经理,8千-1.2万,金华·婺城区,5-7年,本科,"绩效考核
绩效奖金
节日福利
专业培训
高温补贴
员工旅游
年终奖金
定期体检
五险一金",浙江龙正投资管理有限公司,民营  |  150-500人,建筑/建材/工程,二线,8000-12000,8000,12000,150-500人,民营,10000,三级
人力资源及行政助理（惠州）,4.5-5.5千,惠州·大亚湾区,2年,大专,"人力资源管理
高级人力专员
招聘
员工关系
考勤
行政人事
人事行政
五险一金
定期体检
高温补贴
带薪年假
年终花红
加班补贴
全勤奖
周末双休",和记黄埔地产管理有限公司深圳分公司,外资（非欧美）  |  500-1000人,房地产,二线,4500-5500,4500,5500,500-1000人,外资（非欧美）,5000,五级
项目专员-人力资源,3-5千·13薪,遂宁,无需经验,大专,"员工关系维护
招聘统筹
管理员工合同
员工旅游
餐饮补贴
通讯补贴
弹性工作
绩效奖金
专业培训
五险一金
交通补贴
年终奖金",成都赛文利智企业管理咨询有限公司,民营  ,快速消费品(食品、饮料、化妆品),五线,3000-5000,3000,5000,,民营,4000,五级
销售经理/主管,8千-1.5万,深圳·罗湖区,1年,大专,"洽谈
维护客户
招投标
五险一金
绩效奖金
弹性工作
年终奖金
交通补贴
项目提成",深圳市领绮人力资源管理有限公司,民营  ,电子技术/半导体/集成电路,一线,8000-15000,8000,15000,,民营,11500,三级
办公室行政专员（商会）,5-7千,苏州,1年,本科,五险一金,苏州高铁新城人力资源管理有限公司,国企  |  150-500人,专业服务(咨询、人力资源、财会),新一线,5000-7000,5000,7000,150-500人,国企,6000,四级
人力资源专员,4-7千,深圳·福田区,1年,大专,"行政
人力资源专员
HRBP
招聘
五险一金
员工旅游
专业培训
补充医疗保险
弹性工作
年终奖金
做五休二",成都埃萨克企业管理咨询有限公司,合资  |  150-500人,专业服务(咨询、人力资源、财会),一线,4000-7000,4000,7000,150-500人,合资,5500,四级
F人力资源销售经理(万科）,1-1.5万,无锡·滨湖区,2年,大专,"五险一金
员工旅游
专业培训
弹性工作
定期体检
绩效奖金
人力资源
客户开发
渠道资源
客户关系
潜在客户开发
人力资源服务",深圳万科祥盈管理服务有限公司上海分公司,外资（欧美）  ,计算机软件,二线,10000-15000,10000,15000,,外资（欧美）,12500,二级
人事行政专员/人力资源助理,4-5千,深圳·盐田区,1年,大专,"五险一金
补充医疗保险
员工旅游
年终奖金
定期体检
提供住宿",武汉万科祥盈管理服务有限公司,已上市  |  1000-5000人,房地产,一线,4000-5000,4000,5000,1000-5000人,已上市,4500,五级
965双休/人力资源商务专员,6千-1万,广州·天河区,无需经验,大专,"人力资源服务
绩效奖金
节日福利
下午茶
朝九晚六
年终奖金
六险一金
定期体检
员工旅游
通讯补贴",广州市普拓企业管理顾问有限公司,民营  |  150-500人,专业服务(咨询、人力资源、财会),一线,6000-10000,6000,10000,150-500人,民营,8000,四级
人力资源主管,6千-1万,成都·武侯区,2年,大专,"招聘
人力资源
人力资源管理
员工发展
人力资源战略
五险
年终奖金
双休",中和亚健康管理（成都）有限公司,民营  |  50-150人,互联网/电子商务,新一线,6000-10000,6000,10000,50-150人,民营,8000,四级
人力资源专员,8千-1.2万·13薪,上海,3-4年,本科,"工资计算
薪酬福利
专业培训
五险一金
补充医疗保险
通讯补贴
年终奖金
定期体检",蓝格赛企业管理（上海）有限公司,外资（欧美）  |  500-1000人,仪器仪表/工业自动化,一线,8000-12000,8000,12000,500-1000人,外资（欧美）,10000,三级
人力资源专员,4.5-6.5千,成都·双流区,1年,本科,"带薪年假
五险一金
餐饮补贴
交通补贴
定期体检
周末双休",启阳（成都）投资管理有限公司,外资（非欧美）  |  1000-5000人,汽车,新一线,4500-6500,4500,6500,1000-5000人,外资（非欧美）,5500,四级
人力资源总监,1.5-2万,佛山,3-4年,大专,"薪酬绩效
人才发展
hrbp
招聘
培训
五险一金
交通补贴
年终奖金
绩效奖金
专业培训
通讯补贴
定期体检
餐饮补贴
员工旅游",佛山市南海轩宝餐饮管理有限公司,民营  |  150-500人,餐饮业,新一线,15000-20000,15000,20000,150-500人,民营,17500,二级
人力资源主管,9千-1万,深圳·罗湖区,3-4年,本科,"绩效奖金
五险一金
包住宿
高温补贴
带薪年假",深圳市物业管理有限公司,国企  |  1000-5000人,物业管理/商业中心,一线,9000-10000,9000,10000,1000-5000人,国企,9500,三级
人力资源主管,4.5-6千,惠州·惠城区,3-4年,大专,"人力资源管理
招聘
入职培训
培训计划
员工关系
五险一金
包吃
包住宿
带薪年假
弹性工作
绩效奖金
节日福利",广东悟行雅舍酒店管理有限公司,合资  |  50-150人,酒店/旅游,二线,4500-6000,4500,6000,50-150人,合资,5250,四级
人力资源专员,4-6千,北京·西城区,无需经验,本科,"五险一金
通讯补贴
定期体检
提供住宿
年终奖金
股票期权",中国燃气华北区域管理中心,已上市  |  500-1000人,石油/化工/矿产/地质,一线,4000-6000,4000,6000,500-1000人,已上市,5000,五级
人力资源经理,5-8千·13薪,昆明·西山区,5-7年,本科,"HRBP
招聘
薪酬绩效
员工关系
培训
人力资源经理
五险一金
餐饮补贴
交通补贴
绩效奖金",云南晟创商业运营管理有限公司,民营  ,生活服务,二线,5000-8000,5000,8000,,民营,6500,四级
福田人力资源行业内账财务 周末双休,7-8千,深圳·福田区,1年,大专,"财务
五险一金
补充医疗保险
免费班车
通讯补贴
餐饮补贴
交通补贴
年终奖金
绩效奖金",深圳市国通劳务派遣管理有限公司,民营  |  500-1000人,外包服务,一线,7000-8000,7000,8000,500-1000人,民营,7500,四级
人力资源专员,3-4千,西双版纳,1年,中技/中专,专业培训,长沙博志餐饮管理有限公司,民营  |  1000-5000人,餐饮业,五线,3000-4000,3000,4000,1000-5000人,民营,3500,五级
人力资源总监,1-1.5万,佛山·禅城区,5-7年,大专,"五险一金
员工旅游
绩效奖金
周末双休
每年体检
早餐午餐",佛山市爱一思教育机构运营管理有限公司,民营  |  500-1000人,教育/培训/院校,新一线,10000-15000,10000,15000,500-1000人,民营,12500,二级
人力资源HRBP,4-8千,长沙·长沙县,3-4年,大专,"人资
行政
人事
办公室文员
五险一金
餐饮补贴",湖南昇瑞供应链管理有限公司,民营  ,贸易/进出口,新一线,4000-8000,4000,8000,,民营,6000,四级
高级人力资源经理,2-3万,绍兴·新昌县,10年以上,本科,"人才发展
hrbp
五险一金
专业培训
年终奖金
提供食宿",莱丁企业管理咨询（上海）有限公司,民营  |  50-150人,家具/家电/玩具/礼品,二线,20000-30000,20000,30000,50-150人,民营,25000,二级
渠道销售总监（人力资源服务产品）,2-4万,厦门·思明区,5-7年,本科,"人力资源
劳务",厦门易薪人和企业管理有限公司,民营  |  50-150人,专业服务(咨询、人力资源、财会),二线,20000-40000,20000,40000,50-150人,民营,30000,一级
人力资源专员,4.5-6千,无锡·无锡新区,2年,大专,"人事
招聘
人事专员
人事主管",无锡鼎丰膳供应链管理有限责任公司,民营  |  150-500人,餐饮业,二线,4500-6000,4500,6000,150-500人,民营,5250,四级
物业客服1,5-6千,深圳·福田区,无需经验,高中,"五险一金
客服
接待
讲解
前台接待
物业客服
来访登记
引导服务",深圳市鹏劳人力资源管理有限公司,国企  |  10000人以上,专业服务(咨询、人力资源、财会),一线,5000-6000,5000,6000,10000人以上,国企,5500,四级
管培生（人力资源方向）,8千-1万,上海,1年,本科,"五险一金
定期体检",上海证大物业管理有限公司,民营  |  500-1000人,物业管理/商业中心,一线,8000-10000,8000,10000,500-1000人,民营,9000,三级
